claim_id,claim_amount,claim_type,customer_tenure,claims_last_12m,avg_hist_claim,provider_id,geography,submission_delay,previously_rejected_claims,deviation_from_peer_claims,is_fraud
CLM_12561,8505.35,Health,118,1,3014.14,PRV_139,Suburban,4,0,5491.2,0
CLM_12562,6799.76,Health,60,1,2609.07,PRV_126,Urban,0,0,4190.69,0
CLM_12563,1666.23,Property,111,0,3188.48,PRV_127,Rural,13,0,-1522.25,0
CLM_12564,7148.57,Property,14,0,3288.85,PRV_145,Urban,4,0,3859.71,0
CLM_12565,5784.62,Auto,103,1,4585.2,PRV_105,Rural,0,0,1199.43,0
CLM_12566,6037.51,Auto,89,1,3689.85,PRV_146,Suburban,0,1,2347.66,0
CLM_12567,1895.94,Auto,84,0,2579.23,PRV_113,Rural,2,0,-683.3,1
CLM_12568,4354.4,Health,2,0,3612.86,PRV_106,Urban,15,0,741.53,0
CLM_12569,7806.95,Property,103,0,3750.25,PRV_109,Urban,16,0,4056.7,0
CLM_12570,5276.81,Auto,70,0,5044.97,PRV_114,Suburban,56,0,231.84,0
CLM_12571,6023.58,Auto,17,0,2842.87,PRV_130,Urban,2,0,3180.72,1
CLM_12572,8189.95,Auto,89,0,2917.08,PRV_128,Urban,0,1,5272.87,1
CLM_12573,2209.41,Property,28,2,4312.3,PRV_141,Rural,3,0,-2102.89,1
CLM_12574,2468.07,Auto,66,1,1001.48,PRV_116,Urban,1,0,1466.59,0
CLM_12575,5879.48,Auto,35,0,2795.36,PRV_128,Suburban,12,0,3084.12,0
CLM_12576,2277.86,Health,101,3,3694.33,PRV_148,Suburban,34,0,-1416.47,1
CLM_12577,10018.54,Property,5,1,4047.21,PRV_143,Urban,3,0,5971.33,1
CLM_12578,839.12,Health,65,0,790.65,PRV_114,Suburban,3,0,48.47,0
CLM_12579,1935.17,Health,40,1,1661.73,PRV_125,Rural,4,0,273.44,0
CLM_12580,372.26,Auto,76,1,507.31,PRV_111,Rural,19,0,-135.05,1
CLM_12581,7110.52,Health,56,0,3872.94,PRV_124,Urban,8,0,3237.58,1
CLM_12582,5593.57,Health,36,1,3204.46,PRV_140,Urban,36,0,2389.11,0
CLM_12583,6044.93,Property,45,0,4419.01,PRV_104,Rural,9,0,1625.92,0
CLM_12584,2792.54,Auto,23,1,3029.17,PRV_103,Suburban,12,0,-236.62,0
CLM_12585,13599.75,Auto,47,1,5240.98,PRV_143,Urban,0,0,8358.76,0
CLM_12586,5535.19,Auto,31,0,2056.97,PRV_147,Urban,30,0,3478.22,0
CLM_12587,4874.61,Auto,11,0,2632.86,PRV_140,Suburban,9,0,2241.75,0
CLM_12588,3790.16,Property,10,0,3412.83,PRV_130,Urban,7,1,377.33,0
CLM_12589,1693.19,Auto,67,1,2287.25,PRV_102,Suburban,4,0,-594.05,0
CLM_12590,9128.48,Auto,118,1,3417.17,PRV_102,Suburban,0,1,5711.32,1
CLM_12591,2138.5,Auto,14,0,2889.35,PRV_125,Suburban,1,0,-750.85,0
CLM_12592,1508.82,Auto,80,1,2831.08,PRV_149,Suburban,0,0,-1322.25,0
CLM_12593,4810.82,Auto,74,0,2874.72,PRV_116,Suburban,66,0,1936.1,1
CLM_12594,8626.83,Auto,93,0,3705.4,PRV_109,Rural,15,0,4921.43,0
CLM_12595,4367.87,Auto,10,0,2657.11,PRV_101,Suburban,15,0,1710.76,0
CLM_12596,1181.66,Health,76,1,1880.05,PRV_123,Rural,13,0,-698.39,0
CLM_12597,6824.67,Health,94,0,3067.17,PRV_110,Suburban,6,0,3757.51,0
CLM_12598,4982.57,Auto,105,3,2366.08,PRV_123,Urban,0,0,2616.49,0
CLM_12599,4409.39,Property,1,0,2000.79,PRV_134,Rural,0,0,2408.6,0
CLM_12600,1304.55,Health,5,1,1269.01,PRV_122,Urban,24,0,35.54,0
CLM_12601,9785.56,Health,20,0,3931.13,PRV_131,Suburban,0,0,5854.42,0
CLM_12602,6218.63,Auto,8,0,3662.5,PRV_122,Suburban,12,0,2556.13,0
CLM_12603,8113.53,Auto,43,0,4407.41,PRV_133,Urban,9,0,3706.11,0
CLM_12604,5598.9,Auto,76,1,3002.78,PRV_140,Suburban,6,0,2596.12,0
CLM_12605,4963.66,Auto,1,0,4078.55,PRV_118,Urban,36,0,885.11,1
CLM_12606,2314.06,Auto,57,1,2056.33,PRV_101,Suburban,2,0,257.73,0
CLM_12607,558.95,Property,64,3,1091.89,PRV_101,Suburban,15,0,-532.93,0
CLM_12608,3353.46,Auto,118,1,2248.34,PRV_114,Rural,11,0,1105.12,0
CLM_12609,4785.54,Auto,84,1,2794.06,PRV_120,Urban,36,0,1991.48,0
CLM_12610,7920.63,Health,28,1,3360.46,PRV_134,Suburban,27,0,4560.17,1
CLM_12611,2853.48,Auto,107,0,4280.85,PRV_104,Urban,1,0,-1427.38,0
CLM_12612,9334.96,Health,37,0,3322.08,PRV_142,Rural,3,0,6012.88,0
CLM_12613,6098.03,Health,47,2,5257.4,PRV_126,Urban,19,0,840.64,0
CLM_12614,4420.17,Health,101,1,3119.82,PRV_123,Rural,2,1,1300.35,0
CLM_12615,1925.27,Property,76,2,3100.74,PRV_106,Urban,4,1,-1175.47,1
CLM_12616,7119.86,Auto,37,0,3338.2,PRV_105,Urban,9,0,3781.65,1
CLM_12617,7678.02,Health,49,0,3378.95,PRV_145,Rural,8,0,4299.06,0
CLM_12618,9494.79,Property,113,1,3364.59,PRV_132,Suburban,10,0,6130.21,0
CLM_12619,2372.45,Health,44,1,1767.75,PRV_148,Suburban,12,0,604.7,0
CLM_12620,4404.68,Auto,56,1,3852.19,PRV_116,Suburban,13,0,552.49,0
CLM_12621,12746.85,Property,28,0,5505.69,PRV_145,Urban,13,0,7241.17,0
CLM_12622,4799.28,Auto,111,0,2117.02,PRV_141,Urban,47,0,2682.26,1
CLM_12623,8411.2,Property,79,1,2958.76,PRV_129,Suburban,4,0,5452.44,1
CLM_12624,1648.85,Auto,6,1,1627.21,PRV_107,Urban,0,0,21.64,0
CLM_12625,8491.47,Health,108,1,3751.92,PRV_139,Urban,4,0,4739.55,0
CLM_12626,2502.53,Property,61,0,3750.96,PRV_145,Suburban,24,0,-1248.43,0
CLM_12627,2544.52,Auto,20,0,1495.97,PRV_106,Rural,0,0,1048.55,0
CLM_12628,1347.47,Auto,114,1,1687.55,PRV_105,Urban,10,0,-340.08,0
CLM_12629,1958.69,Auto,78,0,918.34,PRV_103,Urban,5,0,1040.35,0
CLM_12630,9157.52,Property,2,1,4570.38,PRV_100,Urban,25,1,4587.14,0
CLM_12631,1344.5,Property,73,1,2161.28,PRV_114,Urban,26,0,-816.79,0
CLM_12632,3722.79,Health,37,0,2865.79,PRV_130,Rural,15,0,857.0,0
CLM_12633,3917.32,Health,20,1,2633.35,PRV_124,Suburban,1,0,1283.98,0
CLM_12634,4467.66,Property,26,0,3988.45,PRV_146,Urban,0,0,479.21,0
CLM_12635,2183.96,Auto,29,1,3660.22,PRV_132,Suburban,1,0,-1476.26,0
CLM_12636,4678.24,Auto,1,2,3606.82,PRV_134,Urban,3,0,1071.42,0
CLM_12637,5429.52,Health,119,0,2187.94,PRV_104,Rural,2,1,3241.57,0
CLM_12638,5154.73,Auto,35,1,3681.23,PRV_104,Suburban,4,0,1473.5,0
CLM_12639,5140.06,Auto,70,0,3928.44,PRV_135,Rural,1,0,1211.63,0
CLM_12640,10423.34,Auto,101,1,3651.7,PRV_116,Urban,13,0,6771.64,0
CLM_12641,1033.54,Auto,117,0,1710.94,PRV_113,Rural,18,0,-677.4,0
CLM_12642,4522.69,Property,59,0,1870.26,PRV_128,Rural,6,0,2652.44,0
CLM_12643,8089.75,Auto,69,1,4737.12,PRV_107,Urban,31,0,3352.62,0
CLM_12644,14145.4,Health,33,0,4943.95,PRV_133,Urban,1,0,9201.46,1
CLM_12645,4347.21,Auto,113,1,2930.02,PRV_139,Suburban,1,0,1417.18,0
CLM_12646,6648.52,Auto,51,1,2928.73,PRV_100,Urban,2,0,3719.8,1
CLM_12647,2130.74,Auto,78,0,3157.41,PRV_128,Suburban,40,0,-1026.67,0
CLM_12648,10099.7,Health,12,0,3579.0,PRV_135,Rural,5,0,6520.7,0
CLM_12649,2120.31,Health,106,0,1557.5,PRV_136,Rural,25,0,562.81,0
CLM_12650,5847.1,Property,20,1,3230.42,PRV_128,Suburban,2,0,2616.68,1
CLM_12651,1666.39,Health,53,2,1969.25,PRV_104,Urban,18,0,-302.86,0
CLM_12652,8533.71,Health,114,1,2979.76,PRV_131,Urban,3,0,5553.96,0
CLM_12653,4618.38,Health,88,0,2116.17,PRV_123,Rural,13,0,2502.21,0
CLM_12654,1493.03,Property,43,2,2351.72,PRV_118,Suburban,36,0,-858.69,0
CLM_12655,2825.3,Health,98,1,3181.59,PRV_111,Rural,27,0,-356.28,0
CLM_12656,3573.06,Auto,89,1,2382.7,PRV_100,Rural,17,0,1190.36,0
CLM_12657,1980.86,Health,50,2,1901.15,PRV_106,Urban,0,0,79.71,0
CLM_12658,5618.39,Health,29,2,4453.51,PRV_116,Suburban,9,0,1164.88,0
CLM_12659,5734.36,Health,57,0,1915.46,PRV_133,Rural,18,0,3818.9,1
CLM_12660,1480.19,Auto,39,2,689.54,PRV_142,Urban,5,0,790.65,0
CLM_12661,10012.33,Property,95,1,3568.76,PRV_106,Rural,13,0,6443.56,1
CLM_12662,4308.04,Property,56,0,2710.32,PRV_116,Rural,1,0,1597.72,0
CLM_12663,6760.35,Auto,111,0,2970.66,PRV_102,Urban,1,0,3789.69,0
CLM_12664,5208.56,Property,43,1,3158.18,PRV_128,Urban,10,0,2050.37,0
CLM_12665,5639.66,Auto,50,0,4270.65,PRV_121,Suburban,5,0,1369.01,0
CLM_12666,8744.78,Auto,23,1,4863.8,PRV_137,Rural,2,0,3880.98,0
CLM_12667,5102.3,Auto,44,0,3253.44,PRV_142,Suburban,3,1,1848.86,0
CLM_12668,5384.07,Auto,38,2,1824.27,PRV_128,Urban,9,0,3559.8,0
CLM_12669,5475.29,Property,84,1,3145.96,PRV_149,Urban,12,0,2329.32,0
CLM_12670,9072.67,Auto,23,0,3589.18,PRV_149,Rural,2,1,5483.49,0
CLM_12671,8676.07,Auto,45,1,4003.64,PRV_141,Suburban,31,0,4672.44,1
CLM_12672,5330.48,Auto,52,0,3137.29,PRV_104,Suburban,0,0,2193.18,0
CLM_12673,4111.4,Auto,80,0,2439.46,PRV_129,Rural,12,0,1671.94,1
CLM_12674,2835.73,Auto,50,1,2093.21,PRV_122,Rural,3,0,742.52,1
CLM_12675,2212.91,Health,106,0,2883.45,PRV_120,Suburban,6,0,-670.53,0
CLM_12676,3603.1,Auto,119,0,1499.0,PRV_125,Urban,8,0,2104.1,0
CLM_12677,9488.1,Property,8,1,3394.38,PRV_146,Urban,8,0,6093.72,0
CLM_12678,3319.94,Property,114,2,3177.32,PRV_120,Rural,14,0,142.62,0
CLM_12679,8927.57,Auto,85,1,3172.35,PRV_119,Suburban,17,0,5755.22,0
CLM_12680,4017.86,Property,1,1,3717.63,PRV_122,Suburban,0,0,300.24,0
CLM_12681,8123.9,Auto,119,0,4450.97,PRV_103,Suburban,12,0,3672.93,0
CLM_12682,3981.45,Auto,8,0,2929.57,PRV_120,Urban,5,1,1051.88,1
CLM_12683,2419.31,Auto,29,2,3076.93,PRV_120,Urban,17,0,-657.63,0
CLM_12684,1662.62,Auto,96,0,2630.33,PRV_100,Suburban,9,0,-967.71,0
CLM_12685,5019.59,Health,102,1,3551.51,PRV_114,Suburban,0,0,1468.08,0
CLM_12686,1850.37,Health,5,2,2992.38,PRV_116,Rural,10,0,-1142.01,0
CLM_12687,3159.99,Auto,111,0,4155.06,PRV_113,Rural,25,0,-995.07,0
CLM_12688,3537.69,Health,86,0,4134.05,PRV_118,Suburban,0,0,-596.36,0
CLM_12689,1673.92,Auto,47,0,3316.08,PRV_149,Suburban,6,0,-1642.16,0
CLM_12690,2579.08,Health,34,4,2920.39,PRV_133,Urban,9,1,-341.3,1
CLM_12691,5298.62,Auto,65,4,2726.75,PRV_105,Suburban,2,0,2571.86,0
CLM_12692,8870.79,Auto,55,0,3480.37,PRV_144,Rural,10,0,5390.42,1
CLM_12693,3425.82,Auto,119,0,3483.03,PRV_148,Urban,0,0,-57.21,0
CLM_12694,1914.4,Auto,90,1,2726.37,PRV_105,Rural,23,1,-811.96,0
CLM_12695,7641.64,Health,43,2,3288.44,PRV_104,Rural,14,0,4353.19,0
CLM_12696,1158.31,Property,74,0,2225.78,PRV_106,Urban,28,1,-1067.47,1
CLM_12697,8059.32,Auto,30,0,3450.93,PRV_132,Rural,5,0,4608.39,0
CLM_12698,1912.04,Health,114,0,2309.81,PRV_112,Suburban,0,0,-397.77,0
CLM_12699,4038.77,Health,82,0,3772.04,PRV_100,Rural,4,0,266.73,0
CLM_12700,2147.1,Property,17,1,2683.29,PRV_112,Urban,7,0,-536.19,0
CLM_12701,5226.97,Auto,26,0,4673.84,PRV_142,Urban,27,0,553.13,0
CLM_12702,7583.89,Auto,8,0,3039.1,PRV_126,Urban,21,0,4544.79,1
CLM_12703,2691.92,Property,47,1,3237.96,PRV_106,Rural,9,0,-546.05,0
CLM_12704,4780.66,Health,104,1,1601.34,PRV_102,Suburban,13,0,3179.32,1
CLM_12705,5806.7,Auto,113,0,4406.54,PRV_124,Urban,30,1,1400.15,0
CLM_12706,8308.36,Auto,76,2,2962.07,PRV_132,Suburban,19,0,5346.29,1
CLM_12707,4621.41,Auto,91,2,4739.5,PRV_139,Urban,10,0,-118.1,0
CLM_12708,2956.02,Health,72,0,3048.24,PRV_116,Suburban,7,0,-92.23,0
CLM_12709,5330.32,Health,89,3,2785.87,PRV_144,Suburban,6,0,2544.45,0
CLM_12710,1559.06,Auto,46,1,2488.53,PRV_113,Suburban,14,0,-929.46,0
CLM_12711,9114.59,Health,68,1,3642.18,PRV_136,Urban,16,0,5472.41,0
CLM_12712,5629.82,Health,33,4,3520.76,PRV_122,Rural,2,0,2109.07,0
CLM_12713,3745.08,Health,1,1,1665.97,PRV_123,Rural,6,1,2079.11,0
CLM_12714,2276.93,Health,19,0,2431.11,PRV_128,Rural,14,1,-154.18,0
CLM_12715,7839.15,Property,31,1,3722.48,PRV_137,Suburban,11,0,4116.67,1
CLM_12716,4676.13,Auto,80,2,2355.52,PRV_126,Urban,8,0,2320.61,0
CLM_12717,5215.43,Property,14,0,2182.96,PRV_137,Suburban,3,0,3032.47,0
CLM_12718,3974.54,Auto,53,3,3196.24,PRV_139,Urban,9,0,778.3,0
CLM_12719,8745.62,Auto,48,1,3087.15,PRV_144,Suburban,9,0,5658.47,0
CLM_12720,7362.69,Auto,69,1,2536.01,PRV_149,Urban,5,0,4826.67,0
CLM_12721,12730.39,Auto,105,0,4767.39,PRV_122,Urban,32,0,7963.01,1
CLM_12722,5502.65,Auto,90,0,2850.99,PRV_130,Urban,10,0,2651.66,0
CLM_12723,2690.51,Auto,62,0,1735.01,PRV_135,Suburban,19,0,955.5,0
CLM_12724,890.78,Property,92,2,1381.09,PRV_116,Rural,1,0,-490.31,0
CLM_12725,11536.74,Auto,66,2,4022.48,PRV_136,Suburban,14,0,7514.26,0
CLM_12726,5478.47,Health,114,0,1902.61,PRV_102,Suburban,9,1,3575.86,0
CLM_12727,1656.81,Auto,64,2,3030.44,PRV_135,Urban,3,0,-1373.64,0
CLM_12728,2959.89,Property,70,0,2126.02,PRV_104,Urban,1,0,833.87,0
CLM_12729,7824.56,Health,63,0,2897.89,PRV_145,Rural,4,0,4926.67,0
CLM_12730,2350.72,Auto,73,1,3347.99,PRV_114,Rural,5,0,-997.26,0
CLM_12731,1620.43,Health,33,1,1634.46,PRV_148,Urban,1,0,-14.03,0
CLM_12732,7497.27,Health,41,1,2544.3,PRV_105,Rural,11,0,4952.97,0
CLM_12733,6091.06,Health,89,2,2326.41,PRV_109,Rural,3,0,3764.65,0
CLM_12734,5656.6,Health,48,0,2034.63,PRV_131,Urban,16,0,3621.97,0
CLM_12735,2244.82,Health,13,0,2624.33,PRV_122,Suburban,10,0,-379.52,0
CLM_12736,2443.42,Health,73,2,2376.2,PRV_147,Rural,3,0,67.22,0
CLM_12737,7798.42,Auto,117,1,3872.99,PRV_116,Urban,4,0,3925.43,1
CLM_12738,4007.32,Auto,77,1,2284.22,PRV_145,Rural,28,0,1723.09,0
CLM_12739,4300.62,Property,31,0,3450.82,PRV_119,Rural,29,0,849.79,0
CLM_12740,9255.58,Auto,105,1,3415.83,PRV_143,Urban,5,0,5839.75,1
CLM_12741,4127.16,Auto,75,0,1498.89,PRV_140,Rural,11,0,2628.27,0
CLM_12742,3066.02,Auto,68,3,2494.3,PRV_114,Rural,39,0,571.72,0
CLM_12743,2570.26,Auto,98,0,2889.94,PRV_143,Rural,51,1,-319.68,1
CLM_12744,2849.83,Property,102,0,3265.41,PRV_145,Suburban,0,0,-415.59,0
CLM_12745,4728.75,Auto,110,4,2763.63,PRV_121,Suburban,8,0,1965.12,0
CLM_12746,3364.07,Auto,4,0,4041.91,PRV_149,Rural,12,1,-677.84,0
CLM_12747,5226.38,Health,102,0,3104.75,PRV_105,Urban,2,0,2121.63,0
CLM_12748,5701.76,Property,19,0,3445.51,PRV_103,Rural,17,0,2256.24,0
CLM_12749,6525.87,Auto,70,0,2407.83,PRV_122,Rural,6,0,4118.05,1
CLM_12750,4292.32,Auto,98,0,3460.08,PRV_143,Suburban,6,0,832.24,0
CLM_12751,9387.19,Property,82,1,4936.39,PRV_144,Suburban,3,1,4450.8,0
CLM_12752,8318.33,Health,13,2,3526.59,PRV_118,Suburban,3,0,4791.75,0
CLM_12753,8164.13,Auto,105,0,4103.02,PRV_144,Rural,0,0,4061.11,1
CLM_12754,7814.34,Auto,23,0,2708.45,PRV_130,Rural,26,0,5105.89,0
CLM_12755,7870.84,Auto,83,0,3924.25,PRV_143,Urban,4,0,3946.59,1
CLM_12756,11050.49,Auto,109,1,4011.57,PRV_102,Rural,1,1,7038.92,0
CLM_12757,3611.02,Auto,75,1,3245.45,PRV_127,Rural,1,0,365.57,0
CLM_12758,5563.48,Property,1,1,2925.25,PRV_102,Suburban,5,0,2638.23,0
CLM_12759,2796.53,Auto,88,0,1504.91,PRV_113,Suburban,10,0,1291.61,0
CLM_12760,8824.59,Health,54,0,2967.62,PRV_117,Suburban,15,0,5856.98,0
CLM_12761,3605.39,Auto,71,1,3565.22,PRV_126,Suburban,25,0,40.17,0
CLM_12762,1905.09,Health,89,1,2234.76,PRV_109,Suburban,10,0,-329.66,0
CLM_12763,3510.31,Health,85,0,1729.92,PRV_148,Urban,5,0,1780.4,0
CLM_12764,3285.68,Auto,15,1,3101.95,PRV_114,Urban,5,0,183.73,0
CLM_12765,6777.58,Health,65,1,3230.67,PRV_118,Urban,8,0,3546.91,0
CLM_12766,4844.22,Auto,76,1,1652.63,PRV_108,Suburban,7,0,3191.59,0
CLM_12767,8715.66,Property,71,0,3040.77,PRV_103,Suburban,10,0,5674.89,1
CLM_12768,3545.74,Property,15,0,3289.93,PRV_114,Suburban,6,0,255.82,0
CLM_12769,4006.89,Auto,21,1,4321.3,PRV_147,Urban,0,0,-314.41,0
CLM_12770,4799.28,Auto,19,0,2523.48,PRV_107,Suburban,6,0,2275.8,0
CLM_12771,10004.7,Auto,60,3,5086.42,PRV_148,Urban,0,0,4918.28,0
CLM_12772,6583.03,Health,93,1,3053.89,PRV_100,Suburban,1,0,3529.15,0
CLM_12773,4232.14,Auto,89,2,1798.06,PRV_106,Rural,4,0,2434.08,0
CLM_12774,5346.02,Auto,33,0,2669.81,PRV_130,Urban,8,0,2676.2,0
CLM_12775,1470.81,Auto,49,0,1887.15,PRV_117,Rural,2,0,-416.34,0
CLM_12776,7012.2,Auto,96,1,2832.76,PRV_111,Urban,3,1,4179.44,0
CLM_12777,2423.74,Health,113,1,3468.47,PRV_147,Suburban,4,0,-1044.73,0
CLM_12778,1797.44,Auto,35,0,3268.19,PRV_129,Suburban,2,0,-1470.74,0
CLM_12779,4532.85,Health,44,1,1869.87,PRV_132,Rural,66,0,2662.97,0
CLM_12780,3265.66,Auto,102,1,1745.51,PRV_146,Suburban,16,0,1520.15,0
CLM_12781,7681.58,Auto,90,1,3419.39,PRV_106,Urban,16,1,4262.2,0
CLM_12782,5308.97,Health,11,0,3644.1,PRV_127,Suburban,8,0,1664.87,0
CLM_12783,1325.17,Property,99,1,2511.07,PRV_148,Suburban,32,0,-1185.9,0
CLM_12784,663.77,Health,72,0,500.0,PRV_102,Urban,13,1,163.77,0
CLM_12785,3720.66,Auto,110,1,1841.6,PRV_142,Rural,4,0,1879.06,0
CLM_12786,4242.45,Auto,78,0,3986.3,PRV_105,Rural,9,0,256.15,0
CLM_12787,5019.36,Property,74,2,2261.47,PRV_130,Suburban,7,0,2757.89,0
CLM_12788,6594.79,Auto,66,1,2652.77,PRV_137,Urban,8,0,3942.02,0
CLM_12789,5812.08,Auto,46,0,3553.34,PRV_114,Rural,17,0,2258.74,1
CLM_12790,7244.26,Property,9,1,2693.73,PRV_106,Rural,7,0,4550.53,1
CLM_12791,11596.19,Property,3,1,4397.42,PRV_142,Suburban,13,0,7198.76,0
CLM_12792,7078.97,Property,85,0,2626.56,PRV_129,Urban,2,0,4452.41,0
CLM_12793,4605.14,Property,26,0,2139.35,PRV_126,Rural,26,0,2465.79,0
CLM_12794,5277.91,Property,72,0,4182.27,PRV_116,Suburban,0,0,1095.64,0
CLM_12795,5190.8,Auto,48,1,3047.81,PRV_117,Suburban,50,0,2143.0,0
CLM_12796,4374.1,Auto,66,1,1921.6,PRV_121,Suburban,10,0,2452.5,0
CLM_12797,3563.51,Health,70,2,3471.82,PRV_125,Suburban,6,0,91.69,0
CLM_12798,6350.51,Health,28,1,2705.67,PRV_126,Rural,3,0,3644.84,1
CLM_12799,3467.65,Auto,117,2,1854.14,PRV_139,Urban,5,0,1613.51,0
CLM_12800,2290.52,Auto,93,2,3095.12,PRV_123,Suburban,15,0,-804.6,1
CLM_12801,5380.34,Auto,26,1,2841.9,PRV_107,Suburban,1,0,2538.43,0
CLM_12802,875.41,Health,25,2,1312.58,PRV_120,Rural,2,0,-437.17,0
CLM_12803,1039.75,Auto,12,1,1940.68,PRV_128,Suburban,1,0,-900.92,0
CLM_12804,13253.54,Auto,5,0,4865.35,PRV_142,Suburban,5,1,8388.19,1
CLM_12805,5314.61,Health,98,1,3081.31,PRV_120,Urban,4,0,2233.3,0
CLM_12806,8077.09,Health,48,3,4346.67,PRV_102,Suburban,10,0,3730.42,0
CLM_12807,3970.07,Auto,37,2,3308.82,PRV_130,Rural,54,0,661.25,0
CLM_12808,7867.78,Health,79,1,4237.14,PRV_126,Urban,22,0,3630.64,1
CLM_12809,3279.01,Health,44,1,3555.75,PRV_145,Rural,21,0,-276.74,0
CLM_12810,4855.11,Auto,100,0,2053.67,PRV_126,Urban,10,1,2801.44,0
CLM_12811,9227.6,Auto,15,2,3606.83,PRV_108,Urban,3,0,5620.78,0
CLM_12812,5404.03,Auto,43,0,2047.22,PRV_132,Suburban,4,0,3356.81,0
CLM_12813,3012.38,Auto,48,2,3929.37,PRV_132,Suburban,2,0,-916.99,0
CLM_12814,6095.61,Property,87,1,3217.72,PRV_125,Suburban,1,0,2877.89,1
CLM_12815,7612.97,Auto,70,0,3018.77,PRV_127,Rural,5,1,4594.2,0
CLM_12816,2101.79,Health,46,3,2561.47,PRV_143,Suburban,22,0,-459.68,0
CLM_12817,2844.3,Auto,114,1,3798.44,PRV_142,Suburban,13,0,-954.15,0
CLM_12818,7226.26,Auto,108,0,2842.35,PRV_130,Urban,41,0,4383.91,1
CLM_12819,2716.37,Health,43,0,1090.1,PRV_100,Suburban,2,0,1626.26,0
CLM_12820,2085.14,Auto,109,2,1285.75,PRV_119,Suburban,6,0,799.39,0
CLM_12821,1340.06,Auto,21,1,1730.73,PRV_111,Suburban,15,0,-390.66,0
CLM_12822,6774.85,Auto,23,0,3784.18,PRV_116,Suburban,6,0,2990.67,0
CLM_12823,5740.22,Auto,107,0,3860.25,PRV_114,Urban,4,0,1879.97,0
CLM_12824,5972.92,Health,119,2,3325.0,PRV_133,Suburban,16,0,2647.92,0
CLM_12825,5302.19,Auto,80,0,3314.41,PRV_149,Urban,5,0,1987.78,0
CLM_12826,8542.3,Property,47,0,4446.13,PRV_115,Rural,24,0,4096.16,0
CLM_12827,7748.14,Health,117,1,3342.85,PRV_103,Suburban,3,0,4405.29,0
CLM_12828,8866.62,Auto,15,0,3638.11,PRV_107,Suburban,22,0,5228.51,0
CLM_12829,6344.56,Auto,25,0,2989.25,PRV_133,Suburban,3,1,3355.3,1
CLM_12830,2532.22,Auto,36,1,2538.94,PRV_145,Urban,3,0,-6.72,0
CLM_12831,4060.09,Health,75,0,2719.77,PRV_124,Suburban,5,0,1340.32,0
CLM_12832,3424.72,Auto,51,1,5050.77,PRV_114,Suburban,7,1,-1626.04,0
CLM_12833,3117.09,Property,15,0,1913.28,PRV_127,Rural,5,0,1203.81,0
CLM_12834,9697.17,Auto,68,2,3314.31,PRV_108,Urban,19,0,6382.86,0
CLM_12835,3124.11,Property,21,0,1484.61,PRV_101,Urban,15,0,1639.5,0
CLM_12836,2118.35,Auto,13,0,2389.48,PRV_116,Rural,3,0,-271.13,0
CLM_12837,4420.83,Property,86,1,3773.83,PRV_109,Urban,7,0,647.0,0
CLM_12838,787.13,Auto,19,0,1190.04,PRV_108,Suburban,5,0,-402.91,0
CLM_12839,3733.07,Auto,34,1,3904.74,PRV_130,Suburban,0,0,-171.67,0
CLM_12840,8679.78,Auto,78,0,5047.54,PRV_101,Rural,13,0,3632.23,0
CLM_12841,4583.82,Auto,68,0,3365.16,PRV_123,Urban,2,0,1218.66,0
CLM_12842,4304.13,Property,112,2,4261.91,PRV_118,Urban,27,0,42.22,0
CLM_12843,2814.41,Auto,117,1,3248.04,PRV_116,Urban,5,0,-433.63,0
CLM_12844,7942.39,Auto,52,0,3711.09,PRV_142,Rural,9,0,4231.3,0
CLM_12845,6545.77,Health,110,1,3453.77,PRV_148,Suburban,17,0,3092.0,0
CLM_12846,6490.29,Auto,27,3,2489.94,PRV_109,Rural,1,0,4000.35,0
CLM_12847,2299.82,Health,29,0,2400.32,PRV_149,Suburban,7,0,-100.5,0
CLM_12848,10955.27,Health,111,1,4181.46,PRV_127,Rural,2,0,6773.81,0
CLM_12849,5752.24,Auto,28,1,2957.79,PRV_137,Suburban,7,0,2794.45,0
CLM_12850,3331.43,Property,35,2,2858.23,PRV_147,Urban,8,0,473.2,0
CLM_12851,3359.28,Auto,8,2,2837.51,PRV_127,Urban,1,0,521.77,0
CLM_12852,4880.09,Auto,16,4,3306.41,PRV_149,Urban,8,0,1573.69,0
CLM_12853,2994.47,Health,106,0,1814.48,PRV_149,Rural,6,0,1179.99,0
CLM_12854,1990.15,Health,36,1,2817.86,PRV_100,Rural,7,0,-827.71,0
CLM_12855,8624.0,Auto,30,2,3310.56,PRV_102,Rural,23,0,5313.44,0
CLM_12856,1383.36,Health,18,2,1720.91,PRV_114,Urban,6,0,-337.55,0
CLM_12857,5483.45,Auto,2,1,3209.23,PRV_109,Suburban,6,0,2274.22,0
CLM_12858,3064.04,Auto,49,1,2102.37,PRV_120,Urban,6,0,961.67,0
CLM_12859,5898.52,Property,77,1,3312.44,PRV_136,Urban,9,0,2586.08,0
CLM_12860,14024.48,Auto,4,2,5158.51,PRV_114,Suburban,4,0,8865.97,0
CLM_12861,8558.87,Auto,90,3,2879.14,PRV_122,Suburban,16,0,5679.73,1
CLM_12862,1058.06,Property,89,1,1921.37,PRV_113,Suburban,3,0,-863.31,0
CLM_12863,4800.91,Property,94,0,3237.08,PRV_114,Suburban,3,0,1563.83,0
